MeshName,Name,Class,Vertices,Faces,,Min X,Min Y,Min Z,Max X,Max Y,Max Z," ",Range X,Range Y,Range Z,Volume
PSB_287,PSB_287,head body part,5250,10380,,-1,-0.9707193,-0.8435726,1,0.2416618,0.2155524,,2,1.212381,1.059125,2.568126
PSB_1504,PSB_1504,car vehicle,5250,8930,,-1,-0.440037,-0.1644207,0.9999999,0.4550427,0.2508894,,2,0.8950797,0.4153101,0.7434712
PSB_1465,PSB_1465,sea vessel,5250,7899,,-1,-0.1472589,-0.06877011,1,0.2751884,0.1314491,,2,0.4224473,0.2002192,0.1691641
PSB_1125,PSB_1125,winged vehicle aircraft,5250,9923,,-1,-0.7708343,-0.3175066,0.9173436,1,0.200788,,1.917344,1.770834,0.5182946,1.759765
PSB_1582,PSB_1582,train vehicle,5250,10275,,-1,-0.2581082,-0.2099366,1,0.3295586,0.1480968,,2,0.5876668,0.3580334,0.4208087
PSB_1006,PSB_1006,plant,5250,6959,,-1,-0.9903384,-0.5551862,0.9998145,0.9999999,0.6628437,,1.999815,1.990338,1.21803,4.848134
PSB_908,PSB_908,table furniture,5250,9198,,-1,-0.532238,-0.3128456,1,0.4865308,0.4626027,,2,1.018769,0.7754483,1.580005
PSB_1160,PSB_1160,winged vehicle aircraft,5250,8685,,-0.4623644,-1,-0.269678,0.9376342,1,0.1310076,,1.399999,2,0.4006856,1.121919
PSB_508,PSB_508,liquid container,5250,10492,,-0.7187818,-1,-0.5017831,0.9999999,0.5546652,0.4054811,,1.718782,1.554665,0.9072642,2.424328
PSB_408,PSB_408,building,5250,9919,,-1,-0.6821576,-0.5516422,1,0.5949599,0.6971191,,2,1.277117,1.248761,3.18963
PSB_708,PSB_708,blade,5250,10436,,-0.883651,-1,-0.6197628,0.9999999,-0.1686056,-0.5422744,,1.883651,0.8313944,0.07748836,0.1213512
PSB_608,PSB_608,lamp,5250,10313,,-1,-0.7694004,-0.6578984,0.9999999,0.5849404,0.6618222,,2,1.354341,1.319721,3.574703
PSB_108,PSB_108,quadruped animal,5250,10340,,-1,-0.4809195,-0.09991515,0.9999999,0.915162,0.3309997,,2,1.396082,0.4309148,1.203184
PSB_308,PSB_308,head body part,5250,10144,,-1,-0.7173607,-0.3006165,0.9999999,0.8762251,0.7422932,,2,1.593586,1.04291,3.323932
PSB_208,PSB_208,human,5250,10496,,-1,-0.5056181,-0.2951416,1,0.2130603,0.01511431,,2,0.7186784,0.3102559,0.4459485
PSB_1255,PSB_1255,winged vehicle aircraft,5250,7569,,-1,-0.8542196,-0.6724587,1,0.1620198,-0.193385,,2,1.016239,0.4790737,0.9737071
PSB_1298,PSB_1298,winged vehicle aircraft,5250,10373,,-1,-0.7264763,-0.1889327,1,0.7449239,0.4188672,,2,1.4714,0.6077999,1.788634
LDB_16,LDB_16,human,5250,10504,,-1,-0.3035039,-0.3215869,1,0.2700306,0.3513899,,2,0.5735345,0.6729769,0.7719508
PSB_1632,PSB_1632,hat,5250,10101,,-1,-0.7973782,-0.8104202,1,0.8972108,0.6159705,,2,1.694589,1.426391,4.834291
PSB_1439,PSB_1439,sea vessel,5250,10454,,-1,-0.266639,-0.05253464,1,0.2171869,0.1533318,,2,0.4838259,0.2058664,0.199207
PSB_1513,PSB_1513,car vehicle,5250,8634,,-1,-0.6767606,-0.4276246,1,0.1924341,0.160002,,2,0.8691947,0.5876266,1.021524
PSB_1474,PSB_1474,cycle vehicle,5250,8793,,-1,-0.9096277,-0.3805634,1,0.5335082,0.06285286,,2,1.443136,0.4434163,1.27982
PSB_1134,PSB_1134,winged vehicle aircraft,5250,9986,,-1,-0.3721708,-0.09686202,1,0.7452178,0.1989619,,2,1.117389,0.2958239,0.6611006
PSB_1569,PSB_1569,car vehicle,5250,8875,,-1,-0.1848383,-0.04866511,0.9999999,0.9381659,0.5957857,,2,1.123004,0.6444508,1.447442
PSB_1229,PSB_1229,winged vehicle aircraft,5250,10057,,-1,-0.6949791,-0.2760468,1,0.3088651,0.1389647,,2,1.003844,0.4150115,0.8332138
PSB_1643,PSB_1643,ladder,5250,10444,,-1,-0.4580636,-0.433223,1,-0.1516412,-0.04472369,,2,0.3064224,0.3884993,0.2380898
PSB_1303,PSB_1303,helicopter aircraft,5250,10424,,-0.9559929,-1,-0.6514317,1,0.3695418,0.06627297,,1.955993,1.369542,0.7177047,1.922597
PSB_1686,PSB_1686,geographic map,5250,10412,,-1,-0.7191511,-0.07669199,1,0.6662669,-0.02733809,,2,1.385418,0.04935391,0.1367516
PSB_1264,PSB_1264,winged vehicle aircraft,5250,9953,,-0.9600691,-1,-0.1607742,0.8141199,1,0.3194901,,1.774189,2,0.4802643,1.704159
PSB_1145,PSB_1145,winged vehicle aircraft,5250,8869,,-0.5907512,-1,-0.06606591,0.8952672,1,0.4761946,,1.486018,2,0.5422605,1.611618
PSB_1381,PSB_1381,winged vehicle aircraft,5250,9782,,-1,-0.9556043,-0.4213655,0.9552057,1,0.4612794,,1.955206,1.955604,0.8826449,3.374889
PSB_1188,PSB_1188,winged vehicle aircraft,5250,10480,,-1,-0.7670738,-0.3658588,0.9999999,0.8031684,0.1416286,,2,1.570242,0.5074874,1.593756
PSB_1522,PSB_1522,car vehicle,5250,9557,,-1,-0.5110081,-0.338368,0.9999999,0.2901759,0.2166396,,2,0.801184,0.5550076,0.8893263
PSB_902,PSB_902,table furniture,5250,10476,,-1,-0.6094116,-0.4416081,1,0.6073861,0.4163736,,2,1.216798,0.8579817,2.08798
PSB_502,PSB_502,liquid container,5250,10496,,-1,-0.7960097,-0.7930475,1,0.568941,0.572073,,2,1.364951,1.36512,3.726644
PSB_402,PSB_402,building,5250,9548,,-1,-0.9436961,-0.9057761,0.9999999,0.3382784,0.4017979,,2,1.281975,1.307574,3.352553
PSB_702,PSB_702,blade,5250,10232,,-1,-0.5834516,-0.5840287,1,-0.3799584,-0.3797596,,2,0.2034932,0.2042691,0.08313476
PSB_102,PSB_102,quadruped animal,5250,10446,,-1,-0.4472827,-0.3763814,1,0.5813931,0.4630464,,2,1.028676,0.8394278,1.726998
PSB_302,PSB_302,head body part,5250,10136,,-1,-0.8679066,-0.403238,0.9999999,0.791314,0.7775739,,2,1.659221,1.180812,3.918454
PSB_202,PSB_202,human,5250,10372,,-1,-0.3438191,-0.2059647,1,0.224202,0.1638595,,2,0.5680211,0.3698242,0.4201359
PSB_1771,PSB_1771,display device,5250,8863,,-1,-0.8217804,-0.5329585,0.9999999,0.6371455,0.4912111,,2,1.458926,1.02417,2.988375
PSB_1578,PSB_1578,train vehicle,5250,10408,,-1,-0.389497,-0.3138276,1,0.4062002,0.05691445,,2,0.7956972,0.3707421,0.5899968
PSB_1238,PSB_1238,winged vehicle aircraft,5250,10294,,-1,-0.4466082,-0.09360653,1,0.5241337,0.3606899,,2,0.9707419,0.4542964,0.8820091
PSB_1652,PSB_1652,city,5250,7822,,-1,-0.7614598,-0.2785159,1,0.2803339,0.0424875,,2,1.041794,0.3210034,0.6688387
PSB_1459,PSB_1459,sea vessel,5250,10343,,-1,-0.3130647,-0.2259566,0.8133342,0.4273263,1,,1.813334,0.740391,1.225957,1.64594
PSB_1312,PSB_1312,helicopter aircraft,5250,10169,,-0.7012063,-1,-0.2681811,1,0.9868491,0.3408082,,1.701206,1.986849,0.6089893,2.058408
PSB_1695,PSB_1695,geographic map,5250,10448,,-1,-0.488861,-0.0335055,0.9999999,0.5798056,-0.006973267,,2,1.068667,0.02653223,0.05670822
PSB_1119,PSB_1119,winged vehicle aircraft,5250,10216,,-1,-0.4489375,-0.4473491,0.7336378,0.9999999,0.1494476,,1.733638,1.448937,0.5967967,1.499113
PSB_915,PSB_915,table furniture,5250,10480,,-1,-0.4707233,-0.4740642,1,0.8729079,0.5126144,,2,1.343631,0.9866786,2.651464
PSB_515,PSB_515,mailbox,5250,10374,,-1,-0.7796945,-0.5928919,1,0.3632721,-0.04033703,,2,1.142967,0.5525548,1.263103
PSB_415,PSB_415,building,5250,10400,,-0.9813486,-1,-0.7782616,1,0.4241008,0.1796559,,1.981349,1.424101,0.9579175,2.702898
PSB_715,PSB_715,blade,5250,7970,,-0.8992731,-1,-0.8419058,0.9999999,-0.460508,-0.6156083,,1.899273,0.539492,0.2262975,0.231874
PSB_615,PSB_615,lamp,5250,10107,,-0.9489895,-1,-0.6754621,1,-0.04246938,-0.2896415,,1.94899,0.9575306,0.3858206,0.7200251
PSB_115,PSB_115,skeleton body part,5250,7851,,-0.8688312,-1,-0.4164118,1,0.532851,0.2746941,,1.868831,1.532851,0.6911058,1.979769
PSB_1273,PSB_1273,winged vehicle aircraft,5250,10408,,-0.4862205,-1,-0.06009388,0.6223538,0.9999999,0.1696763,,1.108574,2,0.2297702,0.5094346
PSB_315,PSB_315,head body part,5250,10252,,-1,-0.5444291,-0.2226297,1,0.8292871,0.532459,,2,1.373716,0.7550887,2.074555
PSB_215,PSB_215,human,5250,10388,,-1,-0.2069028,-0.06733233,1,0.3576909,0.2383146,,2,0.5645937,0.3056469,0.3451326
PSB_1390,PSB_1390,winged vehicle aircraft,5250,6175,,-1,-0.2097548,-0.160709,1,0.19546,0.2328597,,2,0.4052148,0.3935687,0.3189597
PSB_1368,PSB_1368,winged vehicle aircraft,5250,7696,,-1,-0.58023,-0.2913925,1,0.1258284,-0.05271363,,2,0.7060584,0.2386789,0.3370425
PSB_1249,PSB_1249,winged vehicle aircraft,5250,10496,,-0.9652931,-1,-0.5809891,0.9999999,0.2334024,0.1564187,,1.965293,1.233402,0.7374078,1.787474
PSB_1626,PSB_1626,hat,5250,10307,,-1,-0.8278343,-0.3539056,1,0.9714018,0.541121,,2,1.799236,0.8950266,3.220728
PSB_1700,PSB_1700,chest,5250,10278,,-1,-0.7833632,-0.9359676,1,0.5853289,0.4058733,,2,1.368692,1.341841,3.673135
PSB_1507,PSB_1507,car vehicle,5250,10207,,-1,-0.351245,-0.07509428,1,0.519222,0.3341006,,2,0.870467,0.4091949,0.7123813
PSB_1661,PSB_1661,city,5250,9187,,-1,-0.888685,-0.07370347,0.9080914,0.9999999,0.004810214,,1.908091,1.888685,0.07851368,0.2829463
PSB_1321,PSB_1321,helicopter aircraft,5250,9875,,-1,-0.52109,-0.9172733,1,0.03166115,0.4193618,,2,0.5527511,1.336635,1.477653
PSB_9,PSB_9,arthropod animal,5250,9680,,-1,-0.4149967,-0.8732492,0.6218399,0.4226196,1,,1.62184,0.8376163,1.873249,2.544771
PSB_8,PSB_8,arthropod animal,5250,9870,,-1,-0.9550343,-0.7139298,0.7725151,1,0.2935916,,1.772515,1.955034,1.007521,3.491392
PSB_5,PSB_5,arthropod animal,5250,8648,,-1,-0.6070583,-0.5289646,1,0.6383854,0.4049067,,2,1.245444,0.9338713,2.326168
PSB_4,PSB_4,arthropod animal,5250,10040,,-1,-0.4439178,-0.1401834,0.9999999,0.637079,0.4727085,,2,1.080997,0.6128919,1.325068
PSB_7,PSB_7,arthropod animal,5250,10421,,-1,-0.8651587,-0.6951442,0.9999999,0.2336644,0.2238344,,2,1.098823,0.9189786,2.01959
PSB_6,PSB_6,arthropod animal,5250,9271,,-1,-0.3981817,-0.6692454,0.9999999,0.884421,0.6626227,,2,1.282603,1.331868,3.416515
PSB_1756,PSB_1756,snowman,5250,10385,,-1,-0.566862,-0.5590148,1,0.3921577,0.3926075,,2,0.9590197,0.9516223,1.825249
PSB_1,PSB_1,arthropod animal,5250,10181,,-1,-0.3374575,-0.2470664,0.9999999,0.491057,0.4200963,,2,0.8285145,0.6671627,1.105508
PSB_0,PSB_0,arthropod animal,5250,10396,,-1,-0.697604,-0.3460419,1,0.4768462,0.4538804,,2,1.17445,0.7999223,1.878938
PSB_3,PSB_3,arthropod animal,5250,10440,,-0.8621444,-1,-0.5214407,1,0.9029739,0.522622,,1.862144,1.902974,1.044063,3.699753
PSB_2,PSB_2,arthropod animal,5250,10179,,-1,-0.553992,-0.2547484,0.9999999,0.5791043,0.5342008,,2,1.133096,0.7889492,1.787911
PSB_1799,PSB_1799,fireplace,5250,10397,,-1,-0.4065596,-0.1970754,1,0.6194113,0.8454036,,2,1.025971,1.042479,2.139106
PSB_1258,PSB_1258,winged vehicle aircraft,5250,8252,,-1,-0.7709555,-0.4250959,1,0.6501343,0.1619748,,2,1.42109,0.5870707,1.668561
PSB_1635,PSB_1635,hat,5250,10506,,-1,-0.909605,-0.6055466,1,0.7426517,0.6803669,,2,1.652257,1.285913,4.249318
PSB_959,PSB_959,cabinet furniture,5250,10103,,-1,-0.3823108,-0.001507699,0.9999999,0.4568834,0.3915464,,2,0.8391942,0.3930541,0.6596974
PSB_859,PSB_859,shelves furniture,5250,10104,,-1,-0.6596656,-0.2571038,1,0.7197055,0.3776784,,2,1.379371,0.6347822,1.751201
PSB_559,PSB_559,display device,5250,10277,,-0.951088,-0.8620425,-1,0.9196459,0.958514,1,,1.870734,1.820556,2,6.811553
PSB_459,PSB_459,building,5250,10496,,-1,-0.7001656,-0.6869646,0.9999999,0.689284,0.5772189,,2,1.38945,1.264184,3.513038
PSB_659,PSB_659,gun,5250,10336,,-1,-0.1403518,0.04007363,1,0.3988001,0.3133038,,2,0.5391519,0.2732302,0.2946251
PSB_1004,PSB_1004,plant,5250,5183,,-1,-0.5871218,-0.8551615,1,0.9228288,0.8339611,,2,1.509951,1.689123,5.100984
PSB_159,PSB_159,human,5250,10237,,-1,-0.3800927,-0.2441891,1,0.2282027,0.09763288,,2,0.6082954,0.341822,0.4158575
PSB_359,PSB_359,head body part,5250,10269,,-0.8831235,-1,-0.8294802,1,0.3540947,0.7117507,,1.883124,1.354095,1.541231,3.930027
PSB_259,PSB_259,human,5250,10424,,-1,-0.5435286,-0.3985046,1,0.6037792,0.4370917,,2,1.147308,0.8355963,1.917372
PSB_1765,PSB_1765,display device,5250,10180,,-1,-0.6497506,-0.4085892,1,0.4888408,0.2307996,,2,1.138591,0.6393888,1.456005
PSB_1646,PSB_1646,city,5250,7792,,-1,-0.7280645,0.03123319,0.8377752,1,0.396816,,1.837775,1.728065,0.3655828,1.161016
PSB_1082,PSB_1082,plant,5250,10476,,-1,-0.7164201,-0.7344655,0.9999999,0.1427404,0.1484523,,2,0.8591605,0.8829178,1.517136
PSB_1306,PSB_1306,helicopter aircraft,5250,6228,,-0.8660292,-0.6455008,-1,1,0.1009361,0.3377715,,1.866029,0.7464369,1.337772,1.863346
PSB_1689,PSB_1689,geographic map,5250,10492,,-0.9879091,-1,-0.2492701,1,0.82623,-0.05382591,,1.987909,1.82623,0.1954442,0.7095365
PSB_938,PSB_938,table furniture,5250,10363,,-0.7905246,-0.9679263,-1,0.9999999,0.5877763,0.5572453,,1.790524,1.555703,1.557245,4.337744
PSB_538,PSB_538,liquid container,5250,10242,,-0.9754822,-1,-0.5568848,1,0.9668649,0.5498571,,1.975482,1.966865,1.106742,4.300253
PSB_438,PSB_438,building,5250,10359,,-1,-0.5879551,-0.5123686,1,0.8140738,0.7982514,,2,1.402029,1.31062,3.675055
PSB_738,PSB_738,wheel,5250,9922,,-1,-0.9999209,-0.5456688,0.9951218,1,0.4785753,,1.995122,1.999921,1.024244,4.086822
PSB_638,PSB_638,musical instrument,5250,10274,,-1,-0.4842224,-0.2485583,1,0.1068544,-0.05776107,,2,0.5910768,0.1907972,0.2255516
PSB_138,PSB_138,human,5250,10486,,-1,-0.3812261,-0.2096503,1,0.3735762,0.2297021,,2,0.7548023,0.4393524,0.6632484
PSB_338,PSB_338,hand body part,5250,10496,,-1,-0.5579461,-0.383887,0.9999999,0.4855502,0.07847726,,2,1.043496,0.4623643,0.9649507
PSB_238,PSB_238,human,5250,9548,,-0.7951118,-1,-0.3159506,0.9999999,0.6510175,-0.0004763007,,1.795112,1.651017,0.3154743,0.9349903
LDB_13,LDB_13,human,5250,10496,,-1,-0.4946153,-0.201672,0.9999999,0.54403,0.2677131,,2,1.038645,0.4693851,0.9750491
PSB_1132,PSB_1132,winged vehicle aircraft,5250,9807,,-0.6621053,-1,-0.1860828,0.8451049,0.9999999,0.2096168,,1.50721,2,0.3956996,1.192805
PSB_1739,PSB_1739,staircase,5250,10128,,-1,-0.8727479,-0.6430885,1,0.8346496,0.4914479,,2,1.707397,1.134536,3.874209
PSB_1013,PSB_1013,plant,5250,6038,,-0.8946143,-1,-0.9181585,1,0.9019814,0.912423,,1.894614,1.901981,1.830581,6.596539
PSB_1774,PSB_1774,display device,5250,10456,,-1,-0.6840985,-0.7488055,0.9706602,0.8917401,1,,1.97066,1.575839,1.748806,5.430815
PSB_1091,PSB_1091,plant,5250,8695,,-0.7287748,-0.9578114,-1,1,0.1584156,0.03672576,,1.728775,1.116227,1.036726,2.000575
PSB_1069,PSB_1069,plant,5250,4268,,-0.6578656,-0.5881196,-1,1,0.9226342,0.5847689,,1.657866,1.510754,1.584769,3.969254
PSB_1143,PSB_1143,winged vehicle aircraft,5250,8975,,-1,-0.5924083,-0.2054948,0.9999999,0.4271263,0.1954721,,2,1.019535,0.4009669,0.8175992
PSB_1186,PSB_1186,winged vehicle aircraft,5250,10488,,-1,-0.4720336,-0.1525951,1,0.5335935,0.320305,,2,1.005627,0.4729001,0.9511222
PSB_953,PSB_953,cabinet furniture,5250,9849,,-1,-0.652801,-0.3204014,1,0.6864485,0.7763518,,2,1.339249,1.096753,2.937652
PSB_853,PSB_853,shelves furniture,5250,9122,,-0.8657997,-1,-0.1837195,0.8643206,1,0.1724924,,1.73012,2,0.3562119,1.232579
PSB_553,PSB_553,display device,5250,10168,,-0.9658313,-1,-0.6483999,0.8875725,0.9999999,0.8769534,,1.853404,2,1.525353,5.654191
PSB_453,PSB_453,building,5250,10850,,-1,-0.8508955,-0.6336074,0.8824074,0.6635592,1,,1.882407,1.514455,1.633607,4.657122
PSB_653,PSB_653,gun,5250,10476,,-1,-0.5753742,-0.4341658,1,0.1871521,-0.1550109,,2,0.7625263,0.2791549,0.4257259
PSB_153,PSB_153,human,5250,9490,,-1,-0.5474166,-0.4335001,1,0.08534253,0.00415957,,2,0.6327592,0.4376597,0.5538663
PSB_353,PSB_353,head body part,5250,10496,,-0.6685635,-0.7484976,-1,0.839642,0.9320756,1,,1.508205,1.680573,2,5.069299
PSB_253,PSB_253,human,5250,10019,,-1,-0.4801931,0.04057062,1,0.9746281,0.5260574,,2,1.454821,0.4854868,1.412593
PSB_1401,PSB_1401,winged vehicle aircraft,5250,10281,,-0.716856,-1,-0.7760678,0.7041032,0.9999999,0.7503378,,1.420959,2,1.526406,4.33792
PSB_1022,PSB_1022,plant,5250,6556,,-0.7813104,-1,-0.892777,1,0.7694764,0.6980006,,1.78131,1.769476,1.590778,5.01411
PSB_966,PSB_966,plant,5250,2610,,-1,-0.8749554,-0.483875,1,0.8676805,0.4302292,,2,1.742636,0.9141042,3.185902
PSB_866,PSB_866,shelves furniture,5250,9540,,-0.9524909,-1,-0.1148977,0.9837359,1,0.4965094,,1.936227,2,0.6114071,2.367646
PSB_566,PSB_566,display device,5250,10378,,-0.9052671,-1,-0.5182928,0.9999999,0.6506413,-0.03540963,,1.905267,1.650641,0.4828832,1.518625
PSB_766,PSB_766,table furniture,5250,7174,,-1,-0.2206376,-0.3463306,1,0.9918785,0.5999241,,2,1.212516,0.9462547,2.294698
PSB_932,PSB_932,table furniture,5250,9967,,-0.6573205,-0.9956977,-1,0.6649697,1,0.9959712,,1.32229,1.995698,1.995971,5.267151
PSB_666,PSB_666,gun,5250,10480,,-1,-0.1659858,0.04759622,1,0.8517834,0.4812831,,2,1.017769,0.4336869,0.8827863
PSB_166,PSB_166,human,5250,10017,,-1,-0.4659541,-0.3308918,0.9999999,0.1815453,0.1136721,,2,0.6474994,0.4445639,0.5757096
PSB_366,PSB_366,head body part,5250,10465,,-1,-0.5769649,-0.6085591,1,0.6918031,0.6216854,,2,1.268768,1.230244,3.12179
PSB_532,PSB_532,liquid container,5250,10263,,-1,-0.379257,-0.3818916,1,0.4433225,0.4460965,,2,0.8225795,0.8279881,1.362172
PSB_266,PSB_266,human,5250,10261,,-1,-0.9883835,-0.3904939,1,0.7656264,0.2637738,,2,1.75401,0.6542677,2.295184
PSB_432,PSB_432,building,5250,10149,,-0.8677608,-1,-0.3053854,0.9798727,1,0.3951405,,1.847633,2,0.7005259,2.58863
PSB_732,PSB_732,blade,5250,10476,,-1,-0.4418451,-0.3966321,1,-0.09854078,-0.1860053,,2,0.3433043,0.2106268,0.1446182
PSB_632,PSB_632,musical instrument,5250,10283,,-1,-0.5480896,-0.3497354,1,0.1701684,-0.1623139,,2,0.718258,0.1874215,0.269234
PSB_132,PSB_132,human,5250,8891,,-1,-0.251088,-0.1301222,1,0.3339009,0.2333064,,2,0.5849889,0.3634286,0.4252034
PSB_332,PSB_332,hand body part,5250,10496,,-1,-0.9471958,-0.8347524,0.9999999,0.6625898,0.5776918,,2,1.609786,1.412444,4.547464
PSB_232,PSB_232,human,5250,10496,,-1,-0.8840092,-0.1755551,1,0.9284215,0.3684646,,2,1.812431,0.5440197,1.971996
PSB_1271,PSB_1271,winged vehicle aircraft,5250,10089,,-1,-0.3745226,-0.06816298,1,0.5555414,0.1228641,,2,0.930064,0.1910271,0.3553348
PSB_1078,PSB_1078,plant,5250,8294,,-1,-0.6325433,-0.5150589,1,0.1335919,-0.008492768,,2,0.7661352,0.5065661,0.7761962
PSB_1152,PSB_1152,winged vehicle aircraft,5250,9184,,-1,-0.7762303,-0.03415793,0.8776687,0.9999999,0.5903199,,1.877669,1.77623,0.6244778,2.082741
PSB_1759,PSB_1759,snowman,5250,10472,,-1,-0.929095,-0.6320446,1,0.9908342,0.5163171,,2,1.919929,1.148362,4.409546
PSB_1195,PSB_1195,winged vehicle aircraft,5250,9730,,-1,-0.6805294,-0.2390392,1,0.7946743,0.2077249,,2,1.475204,0.4467641,1.318136
PSB_991,PSB_991,plant,5250,6239,,-0.8583395,-0.9156549,-1,1,0.8856654,0.4855,,1.85834,1.80132,1.4855,4.972659
PSB_891,PSB_891,table furniture,5250,10480,,-1,-0.575634,-0.3633042,1,0.5813217,0.3531139,,2,1.156956,0.7164181,1.657728
PSB_491,PSB_491,liquid container,5250,10268,,-1,-0.5245725,-0.4275669,1,0.5572855,0.4684454,,2,1.081858,0.8960123,1.938716
PSB_691,PSB_691,blade,5250,9822,,-1,-0.5535018,-0.4254419,0.9999999,-0.1080191,-0.2341114,,2,0.4454827,0.1913305,0.1704688
PSB_191,PSB_191,human,5250,10190,,-1,-0.5364889,-0.2296546,1,0.5048226,0.1754365,,2,1.041312,0.4050911,0.8436521
PSB_1410,PSB_1410,winged vehicle aircraft,5250,8239,,-1,-0.8634835,-0.4374434,0.5737319,1,0.0313499,,1.573732,1.863483,0.4687933,1.374794
PSB_391,PSB_391,building,5250,9572,,-0.7228092,-0.7048078,-1,0.9999999,0.353766,0.5527276,,1.722809,1.058574,1.552728,2.831741
PSB_291,PSB_291,head body part,5250,10257,,-1,-0.8069054,-0.4862573,1,0.4896955,0.5301995,,2,1.296601,1.016457,2.635878
PSB_1466,PSB_1466,sea vessel,5250,9664,,-1,-0.3428192,-0.3096998,0.9999999,0.07315218,-0.005311787,,2,0.4159714,0.304388,0.2532334
PSB_1126,PSB_1126,winged vehicle aircraft,5250,9964,,-0.861032,-1,-0.1649817,0.7749287,0.9999999,0.2858632,,1.635961,2,0.4508449,1.475129
PSB_1540,PSB_1540,car vehicle,5250,10376,,-1,-0.5563418,-0.3275891,0.9999999,0.2779974,0.1859626,,2,0.8343393,0.5135517,0.8569527
PSB_1200,PSB_1200,winged vehicle aircraft,5250,10258,,-1,-0.4874534,-0.09042364,0.9999999,0.5360215,0.4705392,,2,1.023475,0.5609629,1.148263
PSB_1583,PSB_1583,train vehicle,5250,10411,,-1,-0.6616819,-0.4715803,1,0.5299447,0.1791049,,2,1.191627,0.6506852,1.550748
PSB_1007,PSB_1007,plant,5250,5609,,-1,-0.9610491,-0.9592591,1,0.5006443,0.5094728,,2,1.461693,1.468732,4.293672
PSB_1161,PSB_1161,winged vehicle aircraft,5250,9320,,-0.9689874,-1,-0.1638862,1,0.8689876,0.4030919,,1.968987,1.868988,0.5669781,2.086487
PSB_1256,PSB_1256,winged vehicle aircraft,5250,7566,,-1,-0.705498,-0.3207147,1,0.2458794,-0.1005659,,2,0.9513774,0.2201488,0.4188892
PSB_1299,PSB_1299,winged vehicle aircraft,5250,9388,,-1,-0.833969,-0.3561896,1,0.5450923,0.06409025,,2,1.379061,0.4202799,1.159183
PSB_1514,PSB_1514,car vehicle,5250,10068,,-1,-0.5027984,-0.2912799,1,0.4113436,0.196481,,2,0.914142,0.4877609,0.8917655
PSB_1475,PSB_1475,cycle vehicle,5250,9729,,-1,-0.6432842,-0.1874025,0.9999999,0.7905027,0.2739751,,2,1.433787,0.4613776,1.323034
PSB_1135,PSB_1135,winged vehicle aircraft,5250,9405,,-1,-0.5577527,-0.1851155,0.9999999,0.5559772,0.1719993,,2,1.11373,0.3571148,0.7954589
LDB_1,LDB_1,human,5250,10496,,-1,-0.4711974,-0.2141827,1,0.3371583,0.105921,,2,0.8083557,0.3201037,0.5175153
LDB_3,LDB_3,human,5250,10496,,-1,-0.7052858,-0.6528851,1,0.2114396,0.06762445,,2,0.9167254,0.7205095,1.321019
LDB_2,LDB_2,human,5250,10496,,-1,-0.5619313,-0.1609811,1,0.5487883,0.2182951,,2,1.11072,0.3792762,0.8425391
LDB_5,LDB_5,human,5250,10500,,-1,-0.522109,-0.1772722,0.9999999,0.7001109,0.2384161,,2,1.22222,0.4156883,1.016125
LDB_4,LDB_4,human,5250,10496,,-1,-0.8563234,-0.4894016,1,0.2915733,0.06449163,,2,1.147897,0.5538932,1.271624
LDB_7,LDB_7,human,5250,10496,,-1,-0.3405332,-0.208733,1,0.2763336,0.1820019,,2,0.6168668,0.3907349,0.4820628
LDB_6,LDB_6,human,5250,10496,,-1,-0.3901438,-0.3051891,1,0.1829494,0.1434157,,2,0.5730932,0.4486048,0.5141847
LDB_9,LDB_9,human,5250,10496,,-1,-0.5858502,-0.273874,0.9999999,0.4164556,0.1508824,,2,1.002306,0.4247564,0.8514715
LDB_8,LDB_8,human,5250,10496,,-1,-0.6184162,-0.3008221,1,0.4253762,0.1222804,,2,1.043792,0.4231025,0.8832623
PSB_909,PSB_909,table furniture,5250,10469,,-1,-0.7191129,-0.4042845,1,0.7093738,0.4809459,,2,1.428487,0.8852304,2.52908
PSB_509,PSB_509,liquid container,5250,10480,,-0.9280957,-1,-0.7615198,0.9999999,0.9216496,0.6088347,,1.928096,1.92165,1.370354,5.077333
PSB_409,PSB_409,building,5250,8727,,-1,-0.962562,-0.7587389,1,0.2245034,-0.3515082,,2,1.187065,0.4072307,0.9668189
PSB_709,PSB_709,blade,5250,10472,,-1,-0.7891165,-0.627596,1,-0.3579738,-0.5193195,,2,0.4311427,0.1082765,0.09336528
PSB_609,PSB_609,lamp,5250,10461,,-1,-0.5364507,-0.4831443,0.9999999,0.1839955,-0.1326829,,2,0.7204462,0.3504614,0.5049772
PSB_1304,PSB_1304,helicopter aircraft,5250,10396,,-1,-0.6337268,-0.4857948,1,0.3298743,0.03936136,,2,0.9636011,0.5251562,1.012082
PSB_109,PSB_109,quadruped animal,5250,10444,,-0.8196429,-1,-0.5646083,1,0.6215396,0.2930702,,1.819643,1.62154,0.8576785,2.530686
PSB_309,PSB_309,head body part,5250,10353,,-1,-0.622708,-0.3294762,1,0.655884,0.5325122,,2,1.278592,0.8619884,2.204263
PSB_209,PSB_209,human,5250,6516,,-1,-0.7952105,-0.6831107,1,-0.05049807,-0.1091006,,2,0.7447124,0.5740101,0.8549449
PSB_1265,PSB_1265,winged vehicle aircraft,5250,10099,,-1,-0.7493564,-0.5027745,1,0.008822083,-0.2310991,,2,0.7581785,0.2716754,0.4119568
